Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class,NumberSolvedNormalized
146B,Lucky Mask,Brute force|Implementation problems programming technics simulation,brute force|implementation,2166,0.298,Easy,0.0514660457
146A,Lucky Ticket,Implementation problems programming technics simulation,implementation,5475,0,Easy,0.1300907665
145E,Lucky Queries,Heaps binary search trees segment trees hash tables etc,data structures,566,0.739,Hard,0.0134486528
145D,Lucky Pair,Combinatorics|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,combinatorics|data structures|implementation,128,0.739,Hard,0.0030413914
145C,Lucky Subsequence,Combinatorics|Dynamic programming|Mathematics including integration differential equations etc,combinatorics|dp|math,794,0.706,Medium,0.0188661313
145B,Lucky Number 2,Constructive algorithms,constructive algorithms,1066,0.433,Medium,0.0253290881
145A,Lucky Conversion,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3700,0.353,Easy,0.0879152212
144E,Competition,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,295,0.739,Hard,0.0070094568
144D,Missile Silos,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Graphs|Shortest paths on weighted and unweighted graphs,data structures|dfs and similar|graphs|shortest paths,1280,0.739,Hard,0.0304139144
144C,Anagram Search,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,2021,0.331,Easy,0.0480207195
144B,Meeting,Implementation problems programming technics simulation,implementation,2179,0,Easy,0.051774937
144A,Arrival of the General,Implementation problems programming technics simulation,implementation,11060,0,Easy,0.2627952288
143B,Help Kingdom of Far Far Away 2,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,2347,0.331,Easy,0.0557667633
143A,Help Vasilisa the Wise 2,Brute force|Mathematics including integration differential equations etc,brute force|math,3418,0.366,Easy,0.0812146557
142E,Help Greg the Dwarf 2,Geometry computational geometry,geometry,21,0.781,Hard,0.0004989783
142D,Help Shrek and Donkey 2,Games Sprague–Grundy theorem,games,164,0.663,Medium,0.0038967828
142C,Help Caretaker,Brute force|Dynamic programming,brute force|dp,396,0.706,Medium,0.0094093048
142B,Help General,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,1136,0.433,Medium,0.026992349
142A,Help Farmer,Brute force|Mathematics including integration differential equations etc,brute force|math,1536,0.366,Easy,0.0364966972
141E,Clearing Up,Constructive algorithms|Dynamic programming|Disjoint set union|Graphs,constructive algorithms|dp|dsu|graphs,261,0.706,Medium,0.0062015872
141D,Take-off Ramps,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,263,0.732,Hard,0.006249109
141C,Queue,Constructive algorithms|Greedy algorithms|Sortings orderings,constructive algorithms|greedy|sortings,1126,0.433,Medium,0.0267547403
141B,Hopscotch,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,2226,0.781,Hard,0.052891698
141A,Amusing Joke,Implementation problems programming technics simulation|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|sortings|strings,9447,0.331,Easy,0.2244689445
140F,New Year Snowflake,Geometry computational geometry|Sortings orderings,geometry|sortings,232,0.781,Hard,0.005512522
140E,New Year Garland,Combinatorics|Dynamic programming,combinatorics|dp,214,0.706,Medium,0.0050848263
140D,New Year Contest,Greedy algorithms|Sortings orderings,greedy|sortings,1511,0.353,Easy,0.0359026755
140C,New Year Snowmen,Binary search|Heaps binary search trees segment trees hash tables etc|Greedy algorithms,binary search|data structures|greedy,1780,0.739,Hard,0.0422943497
140B,New Year Cards,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,1059,0.353,Easy,0.025162762
140A,New Year Table,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,2575,0.781,Hard,0.0611842418
139B,Wallpaper,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,922,0.366,Easy,0.0219075227
139A,Petr and Book,Implementation problems programming technics simulation,implementation,4754,0,Easy,0.1129591788
138E,Hellish Constraints,Brute force|Dynamic programming|Two pointers,brute force|dp|two pointers,69,0.706,Medium,0.0016395001
138D,World of Darkraft,Dynamic programming|Games Sprague–Grundy theorem,dp|games,202,0.706,Medium,0.0047996959
138C,Mushroom Gnomes - 2,Binary search|Heaps binary search trees segment trees hash tables etc|Probabilities expected values statistics random variables etc|Sortings orderings,binary search|data structures|probabilities|sortings,451,0.802,Hard,0.0107161526
138B,Digits Permutations,Greedy algorithms,greedy,615,0.353,Easy,0.0146129354
138A,Literature Lesson,Implementation problems programming technics simulation,implementation,1341,0,Easy,0.0318633275
137E,Last Chance,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,590,0.739,Hard,0.0140189137
137D,Palindromes,Dynamic programming,dp,717,0.706,Medium,0.0170365442
137C,History,Sortings orderings,sortings,2337,0.275,Easy,0.0555291546
137B,Permutation,Greedy algorithms,greedy,3962,0.353,Easy,0.0941405693
137A,Postcards and photos,Implementation problems programming technics simulation,implementation,3666,0,Easy,0.0871073516
136B,Ternary Logic,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2621,0.366,Easy,0.0622772418
136A,Presents,Implementation problems programming technics simulation,implementation,12564,0,Easy,0.2985315782
135E,Weak Subsequence,Combinatorics,combinatorics,107,0.687,Medium,0.0025424132
135D,Cycle,Brute force|Dfs and similar|Implementation problems programming technics simulation,brute force|dfs and similar|implementation,206,0.645,Medium,0.0048947393
135C,Zero-One,Constructive algorithms|Games Sprague–Grundy theorem|Greedy algorithms,constructive algorithms|games|greedy,731,0.663,Medium,0.0173691964
135B,Rectangle and Square,Brute force|Geometry computational geometry|Mathematics including integration differential equations etc,brute force|geometry|math,1437,0.781,Hard,0.034144371
135A,Replacement,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3259,0.275,Easy,0.0774366773
134C,Swaps,Constructive algorithms|Graphs|Greedy algorithms,constructive algorithms|graphs|greedy,281,0.705,Medium,0.0066768046
134B,Pairs of Numbers,Brute force|Dfs and similar|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,brute force|dfs and similar|math|number theory,685,0.645,Medium,0.0162761964
134A,Average Numbers,Brute force|Implementation problems programming technics simulation,brute force|implementation,1552,0.298,Easy,0.0368768712
133B,Unary,Implementation problems programming technics simulation,implementation,3320,0,Easy,0.0788860904
133A,HQ9+,Implementation problems programming technics simulation,implementation,15361,0,Easy,0.3649907333
132E,Bits of merry old England,Graph network flows,flows,221,0.877,Hard,0.0052511524
132D,Constants in the language of Shakespeare,Constructive algorithms|Dynamic programming|Greedy algorithms,constructive algorithms|dp|greedy,394,0.706,Medium,0.009361783
132C,Logo Turtle,Dynamic programming,dp,1115,0.706,Medium,0.0264933707
132B,Piet,Implementation problems programming technics simulation,implementation,366,0,Easy,0.0086964786
132A,Turing Tape,Implementation problems programming technics simulation,implementation,2011,0,Easy,0.0477831108
131F,Present to Mom,Binary search|Two pointers,binary search|two pointers,376,0.582,Medium,0.0089340873
131E,Yet Another Task with Queens,Sortings orderings,sortings,964,0.275,Easy,0.0229054793
131D,Subway,Dfs and similar|Graphs,dfs and similar|graphs,2061,0.705,Medium,0.0489711543
131C,The World is a Theatre,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,3413,0.687,Medium,0.0810958514
131B,Opposites Attract,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3695,0.366,Easy,0.0877964169
131A,cAPS lOCK,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,16279,0.331,Easy,0.3868032125
130J,Date calculation,,,57,0.938,Hard,0.0013543696
130I,Array sorting,Sortings orderings,sortings,64,0.275,Easy,0.0015206957
130H,Balanced brackets,,,128,0.938,Hard,0.0030413914
130G,CAPS LOCK ON,,,143,0.938,Hard,0.0033978045
130F,Prime factorization,,,128,0.938,Hard,0.0030413914
130E,Tribonacci numbers,,,159,0.938,Hard,0.0037779784
130D,Exponentiation,,,224,0.938,Hard,0.005322435
130C,Decimal sum,,,306,0.938,Hard,0.0072708264
130B,Gnikool Ssalg,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,295,0.331,Easy,0.0070094568
130A,Hexagonal numbers,Implementation problems programming technics simulation,implementation,480,0,Easy,0.0114052179
129B,Students and Shoelaces,Brute force|Dfs and similar|Graphs,brute force|dfs and similar|graphs,2719,0.705,Medium,0.0646058072
129A,Cookies,Implementation problems programming technics simulation,implementation,4890,0,Easy,0.1161906572
128E,Birthday,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,43,0.781,Hard,0.0010217174
128D,Numbers,Constructive algorithms,constructive algorithms,582,0.433,Medium,0.0138288267
128C,Games with Rectangle,Combinatorics|Dynamic programming,combinatorics|dp,934,0.706,Medium,0.0221926531
128B,String,Brute force|Constructive algorithms|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|constructive algorithms|hashing|string suffix structures|strings,835,0.825,Hard,0.0198403269
128A,Statues,Dfs and similar,dfs and similar,1684,0.645,Medium,0.0400133061
127B,Canvas Frames,Implementation problems programming technics simulation,implementation,3352,0,Easy,0.0796464382
127A,Wasted Time,Geometry computational geometry,geometry,3892,0.781,Hard,0.0924773084
126E,Pills,Brute force|Graph network flows,brute force|flows,28,0.877,Hard,0.0006653044
126D,Fibonacci Sums,Dynamic programming|Mathematics including integration differential equations etc,dp|math,364,0.706,Medium,0.0086489569
126C,E-reader Display,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,457,0.433,Medium,0.0108587179
126B,Password,Binary search|Dynamic programming|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,binary search|dp|hashing|string suffix structures|strings,2941,0.825,Hard,0.0698807204
126A,Hot Bath,Binary search|Brute force|Mathematics including integration differential equations etc,binary search|brute force|math,870,0.582,Medium,0.0206719574
125E,MST Company,Binary search|Graphs,binary search|graphs,237,0.705,Medium,0.0056313263
125D,Two progressions,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,175,0.433,Medium,0.0041581524
125C,Hobbits' Party,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,525,0.433,Medium,0.0124744571
125B,Simple XML,Implementation problems programming technics simulation,implementation,1011,0,Easy,0.0240222402
125A,Measuring Lengths in Baden,Mathematics including integration differential equations etc,math,1327,0.366,Easy,0.0315306753
124B,Permutations,Brute force|Combinatorics|Implementation problems programming technics simulation,brute force|combinatorics|implementation,1540,0.687,Medium,0.0365917407
124A,The number of positions,Mathematics including integration differential equations etc,math,7059,0.366,Easy,0.1677279856
123E,Maze,Dfs and similar|Dynamic programming|Probabilities expected values statistics random variables etc|Trees,dfs and similar|dp|probabilities|trees,152,0.802,Hard,0.0036116523
123D,String,Suffix arrays suffix trees suffix automatas etc,string suffix structures,319,0.825,Hard,0.0075797177
123C,Brackets,Combinatorics|Dynamic programming|Greedy algorithms,combinatorics|dp|greedy,289,0.706,Medium,0.0068668916
123B,Squares,Mathematics including integration differential equations etc,math,649,0.366,Easy,0.015420805
123A,Prime Permutation,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|number theory|strings,1324,0.489,Medium,0.0314593927
